a	art.—
perfectly	ad.完璧に@ad.全く
perforated	a.穴のあいた@v.穿孔した
perforation	n.穿孔@n.ミシン目
perforce	ad.否応なく@ad.必然的に
perform	v.実行する@v.演じる
performance	n.パフォーマンス@n.性能@n.公演
performances	n.公演@n.パフォーマンス
performed	v.実行した@a.実施された
performer	n.演奏者@n.パフォーマー
performers	n.演奏者@n.パフォーマー
performing	v.演じている@a.パフォーマンスの
performs	v.実行する@v.演奏する
perfume	n.香水@n.パフューム
perfumed	a.香りのついた@vt.香水をつけた
perfumes	n.香水
perfusion	n.灌流@n.注入
pergola	n.パーゴラ@n.藤棚
perhaps	ad.おそらく@ad.たぶん
peri	n.ペリ
peridot	n.ペリドット
peril	n.危険@n.危機
perilous	a.危険な@a.危ない
perils	n.危険@n.危難
perimeter	n.周囲@n.境界
perinatal	a.周産期の
period	n.期間@n.時代@n.ピリオド
periodic	a.周期的な@a.定期的な
periodical	n.定期刊行物@a.定期的な
periodically	ad.定期的に@ad.周期的に
periodicals	n.定期刊行物@n.雑誌
periodicity	n.周期性
periodontal	a.歯周の
periods	n.期間@n.ピリオド
peripheral	a.周辺の@n.周辺機器
peripherals	n.周辺機器
periphery	n.周辺@n.末端
periscope	n.潜望鏡
perish	vi.滅びる@vi.死ぬ
perishable	a.腐りやすい@n.腐敗物
perished	v.死んだ@v.滅びた
peritoneal	a.腹膜の
periwinkle	n.ツルニチニチソウ@n.タマキビガイ
perjury	n.偽証@n.偽証罪
perk	n.特典@vi.元気になる@vt.活気づける
perkins	n.パーキンス
perks	n.特典@v.元気づく
perky	a.元気な@a.陽気な
perl	n.Perl
perlman	n.パールマン
perm	n.パーマ@vt.パーマをかける
permafrost	n.永久凍土
permanence	n.永続性@n.恒久性
permanency	n.永続性@n.永久
permanent	a.永続的な@a.常勤の
permanently	ad.永久に@ad.恒久的に
permeability	n.透過性@n.浸透性
permeable	a.透過性の@a.浸透性の
permeate	vt.浸透する@vi.広がる
permeates	vt.浸透する@vi.広がる
permian	a.ペルム紀の@n.ペルム紀
permissible	a.許容できる@a.許される
permission	n.許可
permissions	n.許可@n.権限
permissive	a.許容的な@a.寛大な
permit	v.許可する@n.許可証
permits	n.許可証@vt.許可する
permitted	a.許可された@v.許可した
permitting	v.許可する@conj.もし...であれば
permutation	n.順列@n.並べ替え
permutations	n.順列@n.並べ替え
pernicious	a.有害な@a.悪性の
perot	n.ペロー
peroxidase	n.ペルオキシダーゼ
peroxide	n.過酸化物@n.過酸化水素
perpendicular	a.垂直の@n.垂線
perpetrated	v.犯した@v.行った
perpetrator	n.加害者@n.犯人
perpetrators	n.加害者@n.犯人
perpetual	a.永続的な@a.絶え間ない
perpetually	ad.永久に@ad.絶え間なく
perpetuate	vt.永続させる@vt.不滅にする
perpetuated	vt.永続させた@a.不朽の
perpetuating	vt.永続させる@n.永続化
perpetuity	n.永久@n.永続
perplexed	a.困惑した@v.当惑させた
perplexing	a.困惑させる@a.複雑な
perrier	n.ペリエ
perrin	n.ペラン
perry	n.ペリー
persecuted	v.迫害した@a.迫害された
persecution	n.迫害@n.虐待
persephone	n.ペルセポネ
perseus	n.ペルセウス
perseverance	n.忍耐@n.粘り強さ
persevere	vi.忍耐する@vi.やり抜く
pershing	n.パーシング
persia	n.ペルシャ
persian	a.ペルシアの@n.ペルシア語
persians	n.ペルシア人@n.ペルシア猫
persimmon	n.柿
persist	vi.固執する@vi.持続する
persisted	v.固執した@v.持続した
persistence	n.持続性@n.粘り強さ
persistent	a.持続的な@a.しつこい
persistently	ad.しつこく@ad.粘り強く
persisting	vi.持続する@a.固執する
persists	v.持続する@v.固執する
person	n.人@n.人物
persona	n.ペルソナ@n.人格
personable	a.感じの良い@a.魅力的な
personal	a.個人的な@a.私的な
personalise	vt.個人化する@vt.カスタマイズする
personalised	a.個人向けの@a.パーソナライズされた
personalities	n.性格@n.有名人
personality	n.性格@n.個性
personalization	n.パーソナライゼーション@n.個人化
personalize	vt.個人化する@vt.名入れする
personalized	a.パーソナライズされた@a.個人向けの
personally	ad.個人的に@ad.自ら
personals	n.個人広告
personas	n.ペルソナ@n.人物像
personified	vt.擬人化した@vt.体現した
personnel	n.職員@n.人事
persons	n.人@n.人物
perspective	n.視点@n.遠近法
perspectives	n.視点@n.見方
perspiration	n.発汗@n.汗
persuade	vt.説得する@vt.納得させる
persuaded	v.説得した@v.納得させた
persuading	v.説得する@v.説き伏せる
persuasion	n.説得@n.信念
persuasive	a.説得力のある
pert	a.生意気な@a.きびきびした
pertain	vi.関係する@vi.属する
pertaining	v.関係する@v.属する
pertains	v.関係する@v.属する
perth	n.パース
pertinent	a.関連する@a.適切な
perturbation	n.動揺@n.摂動
perturbations	n.摂動@n.動揺
perturbative	a.摂動の
perturbed	a.動揺した@vt.乱した
pertussis	n.百日咳
peru	n.ペルー
perugia	n.ペルージャ
perusal	n.熟読@n.閲覧
peruse	vt.熟読する@vt.精読する
peruvian	a.ペルーの@n.ペルー人
pervasive	a.普及した@a.蔓延した
perverse	a.ひねくれた@a.強情な
perversion	n.倒錯@n.歪曲
pervert	n.変質者@v.歪める
perverted	a.ゆがんだ@v.堕落させた
perverts	n.変態@vt.堕落させる
pes	n.足
peseta	n.ペセタ
peshawar	n.ペシャワール
pesky	a.やっかいな@a.うるさい
peso	n.ペソ
pesos	n.ペソ
pessimism	n.悲観主義@n.厭世観
pessimistic	a.悲観的な@a.厭世的な
pest	n.害虫@n.厄介者
pesticide	n.農薬@n.殺虫剤
pesticides	n.農薬@n.殺虫剤
pestilence	n.疫病@n.悪疫
pesto	n.ペスト
pests	n.害虫@n.厄介者
pet	n.ペット@a.お気に入りの
petal	n.花弁@n.花びら
petals	n.花弁@n.花びら
pete	n.ピート
peter	n.ピーター
peterborough	n.ピーターバラ
peters	n.ピーターズ
petersburg	n.ピーターズバーグ
petersen	n.ペターセン
peterson	n.ピーターソン
petit	a.小さい@a.プチ
petite	a.小柄な@a.プチの
petites	n.小柄な女性用@a.小柄な
petition	n.請願@n.嘆願書@vt.請願する
petitioned	vt.請願した@a.嘆願された
petitioner	n.請願者@n.申立人
petitioners	n.請願者@n.申立人
petitioning	vt.請願する@n.請願
petitions	n.請願書@n.嘆願@v.請願する
petra	n.ペトラ
petrel	n.ウミツバメ
petrie	n.ペトリー
petrified	a.石化した@a.恐怖で固まった
petrochemical	a.石油化学の@n.石油化学製品
petrochemicals	n.石油化学製品
petrol	n.ガソリン
petroleum	n.石油
petrology	n.岩石学
pets	n.ペット
petter	n.ペッター
petticoat	n.ペチコート@n.下着
petting	n.愛撫@v.なでる
petty	a.些細な@a.ささいな
petunia	n.ペチュニア
peugeot	n.プジョー
pew	n.教会の腰掛け@n.座席
pewter	n.ピューター@n.しろめ
pfc	n.一等兵
pfizer	n.ファイザー
phaeton	n.フェートン@n.四輪馬車
phage	n.ファージ@n.バクテリオファージ
phalanx	n.密集軍@n.指骨
phantom	n.幻@n.ファントム@a.幻の
phantoms	n.幽霊@n.幻影
pharaoh	n.ファラオ
pharaohs	n.ファラオ
pharisees	n.パリサイ人@n.偽善者
pharmaceutical	a.製薬の@n.医薬品
pharmaceuticals	n.医薬品@n.製薬
pharmacies	n.薬局
pharmacist	n.薬剤師
pharmacists	n.薬剤師
pharmacologic	a.薬理学の
pharmacological	a.薬理学の
pharmacology	n.薬理学
pharmacy	n.薬局
pharos	n.灯台@n.ファロス
phase	n.段階@n.フェーズ
phased	a.段階的な@v.段階的に実施した
phases	n.段階@n.フェーズ
phasing	n.段階的導入@v.段階的に行う
phat	a.かっこいい@a.素晴らしい
pheasant	n.キジ
pheasants	n.キジ
phebe	n.フィービー
phelps	n.フェルプス
phenix	n.フェニックス@n.不死鳥
phenobarbital	n.フェノバルビタール
phenol	n.フェノール
phenolic	a.フェノールの@n.フェノール樹脂
phenom	n.天才@n.非凡な人
phenomena	n.現象
phenomenal	a.驚異的な@a.並外れた
phenomenological	a.現象学的な
phenomenology	n.現象学
phenomenon	n.現象
phenotype	n.表現型
phenotypes	n.表現型
phenotypic	a.表現型の
phenyl	n.フェニル
phenylalanine	n.フェニルアラニン
pheromone	n.フェロモン
pheromones	n.フェロモン
phew	int.ふう@int.やれやれ
phi	n.ファイ
phil	n.フィル
philadelphia	n.フィラデルフィア
philanthropic	a.慈善の@a.博愛の
philanthropist	n.慈善家@n.博愛主義者
philanthropy	n.慈善@n.博愛
philatelic	a.切手収集の
philemon	n.フィレモン
philharmonic	a.フィルハーモニーの@n.フィルハーモニー管弦楽団
philip	n.フィリップ
philippa	n.フィリッパ
philippe	n.フィリップ
philippians	n.ピリピ人への手紙
philippine	a.フィリピンの
philippines	n.フィリピン
philips	n.フィリップス
philistines	n.俗物@n.ペリシテ人
phillip	n.フィリップ
phillips	n.フィリップス
philly	n.フィラデルフィア
philo	n.フィロ
philology	n.文献学@n.言語学
philosopher	n.哲学者
philosophers	n.哲学者
philosophic	a.哲学的な@a.達観した
philosophical	a.哲学的な
philosophically	ad.哲学的に@ad.冷静に
philosophies	n.哲学@n.思想
philosophy	n.哲学
phipps	n.フィップス
phish	v.フィッシング詐欺する@n.フィッシュ
phishing	n.フィッシング詐欺
phlox	n.フロックス@n.クサキョウチクトウ
pho	n.フォー
phobia	n.恐怖症
phobias	n.恐怖症
phoebe	n.フィービー
phoenician	a.フェニキアの@n.フェニキア人
phoenix	n.フェニックス@n.不死鳥
phone	n.電話@v.電話する
phonecards	n.テレホンカード（複数形）
phoned	v.電話した
phoneme	n.音素
phonemic	a.音素の
phones	n.電話
phonetic	a.音声学の@a.表音的な
phonetics	n.音声学
phonic	a.音声の@a.音の
phonics	n.フォニックス@n.音声学
phoning	v.電話する@n.電話すること
phonograph	n.蓄音機@n.レコードプレーヤー
phonological	a.音韻論の@a.音韻学的な
phonology	n.音韻論@n.音声学
phonon	n.フォノン
phosphatase	n.ホスファターゼ
phosphate	n.リン酸塩
phosphates	n.リン酸塩
phosphodiesterase	n.ホスホジエステラーゼ
phospholipid	n.リン脂質
phospholipids	n.リン脂質
phosphor	n.リン光体@n.蛍光体
phosphoric	a.リン酸の@a.リンの
phosphorous	a.リンの@a.三価リンの
phosphorus	n.リン
phosphorylation	n.リン酸化
phot	n.フォト
photo	n.写真
photochemical	a.光化学の
photocopied	vt.コピーした@a.複写された
photocopier	n.コピー機
photocopiers	n.コピー機
photocopies	n.コピー@v.コピーする
photocopy	n.コピー@vt.コピーする
photocopying	n.コピー@v.複写する
photoelectric	a.光電の
photogrammetry	n.写真測量法
photograph	n.写真@vt.撮影する
photographed	v.写真を撮った
photographer	n.写真家@n.カメラマン
photographers	n.写真家@n.カメラマン
photographic	a.写真の@a.写真撮影の
photographing	v.写真を撮る@n.撮影
photographs	n.写真
photography	n.写真撮影
photojournalism	n.フォトジャーナリズム@n.報道写真
photojournalist	n.報道写真家
photometric	a.測光の@a.光度計の
photometry	n.測光法@n.光度測定
photon	n.光子@n.フォトン
photonic	a.フォトニックの@a.光子の
photons	n.光子@n.フォトン
photos	n.写真
photosynthesis	n.光合成
photosynthetic	a.光合成の
photovoltaic	a.光起電力の@n.太陽電池
phr	n.フレーズ
phrase	n.フレーズ@n.句
phrasebook	n.会話帳@n.フレーズ集
phrased	vt.表現した@a.言い表された
phrases	n.フレーズ@n.句
phrasing	n.言い回し@n.フレージング
phyllis	n.フィリス
phylogenetic	a.系統発生の
phylogeny	n.系統発生@n.系統学
phylum	n.門@n.系統
phys	n.物理学@a.物理の
physical	a.物理的な@a.身体の
physically	ad.物理的に@ad.身体的に
physician	n.医師
physicians	n.医師
physicist	n.物理学者
physicists	n.物理学者
physics	n.物理学
physio	n.理学療法@n.理学療法士
physiologic	a.生理学の@a.生理的な
physiological	a.生理学的な
physiology	n.生理学
physiotherapist	n.理学療法士
physiotherapists	n.理学療法士
physiotherapy	n.理学療法
physique	n.体格@n.体つき
phytoplankton	n.植物プランクトン
piaget	n.ピアジェ
pianist	n.ピアニスト
pianists	n.ピアニスト
piano	n.ピアノ
pianos	n.ピアノ
piazza	n.広場@n.ピアッツァ
pic	n.写真
pica	n.パイカ@n.異食症
picard	n.ピカール
picasso	n.ピカソ
picayune	a.つまらない@n.小銭
piccadilly	n.ピカデリー
piccolo	n.ピッコロ
pick	v.選ぶ@v.摘む@n.選択
picked	v.選んだ@v.摘んだ
picker	n.摘み取り人@n.ピッカー
pickering	n.ピカリング
pickers	n.摘み取る人@n.選ぶ人
picket	n.ピケ@vt.見張りを置く
pickett	n.ピケット
picking	v.選んでいる@n.摘み取り
pickle	n.漬物@n.ピクルス@vt.漬ける
pickled	a.漬けた@a.酔った
pickles	n.ピクルス@n.漬物
picks	n.選択@vt.選ぶ@n.ピック
pickup	n.ピックアップ@n.集荷
pickups	n.ピックアップ@n.集荷
pickwick	n.ピクウィック
picky	a.気難しい@a.えり好みする
picnic	n.ピクニック
picnics	n.ピクニック
pics	n.写真
pict	n.ピクト人
pictorial	a.絵の@n.絵入り雑誌
picture	n.写真@n.絵@n.映像
pictured	v.描いた@a.描かれた
pictures	n.写真@n.絵
picturesque	a.絵のように美しい@a.風光明媚な
picturing	vt.描写する@n.想像する
pie	n.パイ
piece	n.一片@n.作品
pieced	vt.接ぎ合わせた@a.つぎはぎの
piecemeal	a.断片的な@ad.少しずつ
pieces	n.一片@n.作品
piecewise	a.区分的な@ad.部分ごとに
piecing	vt.接ぎ合わせる@n.つぎはぎ
pied	a.まだらの@a.斑の
piedmont	n.ピードモント@n.山麓
piemonte	n.ピエモンテ
pier	n.桟橋@n.埠頭
pierce	vt.貫く@n.ピアス
pierced	v.突き刺した@a.ピアスをした
piercing	n.ピアス@a.鋭い
piercings	n.ピアス@n.ボディピアス
pierre	n.ピエール
piers	n.桟橋@n.橋脚
pies	n.パイ
piet	n.ピート
piety	n.敬虔@n.信心
piezoelectric	a.圧電の
pig	n.豚@n.ブタ
pigeon	n.鳩@n.ハト
pigeons	n.鳩
piggy	n.子豚@a.豚のような
piggyback	ad.背中に乗せて@n.おんぶ
piglet	n.子豚
pigment	n.色素@n.顔料
pigmentation	n.色素沈着@n.着色
pigmented	a.色素のある@a.着色した
pigments	n.顔料@n.色素
pigs	n.豚
pigtail	n.おさげ髪@n.弁髪
pigtailed	a.おさげ髪の
pigtails	n.おさげ髪（複数形）
pike	n.槍@n.パイク@n.有料道路
pikes	n.槍@n.パイク
pilate	n.ピラト
pilates	n.ピラティス
pile	n.山@n.杭@v.積み重ねる
piled	v.積み上げた@a.山積みの
piles	n.山@n.積み重ね@n.痔
pilgrim	n.巡礼者
pilgrimage	n.巡礼@n.聖地参拝
pilgrimages	n.巡礼（複数形）
pilgrims	n.巡礼者
piling	n.杭打ち@v.積み上げる
pill	n.錠剤@n.ピル
pillage	n.略奪@vt.略奪する
pillar	n.柱@n.支柱
pillars	n.柱@n.支柱
pillow	n.枕@n.ピロー
pillowcase	n.枕カバー
pillowcases	n.枕カバー
pillows	n.枕
pills	n.錠剤@n.ピル
pillsbury	n.ピルズベリー
pilot	n.パイロット@a.試験的な
piloted	v.操縦した@v.試験的に実施した
piloting	n.操縦@v.操縦する
pilots	n.パイロット@v.操縦する
pilsen	n.ピルゼン
pima	n.ピマ
pimp	n.ポン引き@vt.売春させる
pimples	n.にきび@n.吹き出物
pimps	n.ポン引き@vi.売春の仲介をする
pin	n.ピン@v.ピンで留める
pinata	n.ピニャータ
pinball	n.ピンボール
pinch	vt.つまむ@n.ひとつまみ
pinched	a.つままれた@a.困窮した
pinching	vt.つまむ@a.きつい@n.ひもじさ
pinckney	n.ピンクニー
pine	n.松@n.パイン
pineal	a.松果体の
pineapple	n.パイナップル
pines	n.松
pinewood	n.松材@n.松林
piney	a.松の多い@a.松の香りの
ping	n.ピング@vt.ピングする
pinging	v.ピンと鳴る@n.ピング
pings	n.ピン@v.ピンを送る
pinhole	n.ピンホール@n.針穴
pinion	n.ピニオン@v.腕を縛る
pink	a.ピンクの@n.ピンク
pinkerton	n.ピンカートン
pinks	n.ピンク色@n.ナデシコ
pinky	n.小指@a.ピンクの
pinnacle	n.頂点@n.尖塔
pinnacles	n.頂点（複数形）@n.尖塔（複数形）
pinned	v.留めた@a.固定された
pinning	vt.ピンで留める@n.固定
pinocchio	n.ピノキオ
pinochet	n.ピノチェト
pinot	n.ピノ
pinpoint	vt.正確に示す@a.正確な@n.針先
pins	n.ピン@vt.留める
pinstripe	n.ピンストライプ@a.縦縞の
pint	n.パイント
pinter	n.ピンター
pinto	n.ピント@n.まだら模様の馬
pints	n.パイント
pinup	n.ピンナップ@a.壁に貼る
pinwheel	n.風車@n.回転花火
pinyin	n.ピンイン
pion	n.パイ中間子
pioneer	n.先駆者@n.パイオニア
pioneered	v.先駆けとなった@v.開拓した
