the	art.ال
lucknow	n+m.لكناو
bleaching	n+m.تبييض@v.يبيض
isolde	n+f.إيزولد
startled	v.فزع@a.مفزوع
mathematician	n+m.عالم رياضيات
untrue	a.كاذب@a.غير صحيح
algonquin	n+m.ألغونكين
moisturizing	a.مرطب@v.يرطب
hurried	a.مستعجل@v.أسرع
loeb	n+m.لوب
huston	n+m.هيوستن
disqualification	n+f.استبعاد
angiotensin	n+m.أنجيوتنسين
spitfire	n+m.سبيتفاير@n+m.حاد الطبع
staggered	a.متداخل@v.ترنح
vacated	v.أخلى@a.شاغر
summation	n+m.جمع@n+f.خلاصة
querying	v.يستفسر@n+m.استعلام
autonomic	a.ذاتي@a.لاإرادي
pathname	n+m.مسار ملف
novartis	n+f.نوفارتيس
ufos	n+f.أجسام طائرة مجهولة
fingered	v.أشار بإصبعه@a.بأصابع
manatee	n+m.خروف البحر
apprentices	n+m.متدربون
restructure	v.يعيد هيكلة@n+f.إعادة هيكلة
larval	a.يرقي
resettlement	n+f.إعادة توطين
mistakenly	ad.خطأً@ad.بالغلط
radiative	a.إشعاعي
drapes	n+f.ستائر@v.يغطي
intimately	ad.بشكل حميمي@ad.بعمق
koreans	n+m.كوريون
groin	n+m.أربية@n+f.منطقة العانة
booted	a.بحذاء@v.أقلع
allie	n+f.آلي
algerian	a.جزائري@n+m.جزائري
frat	n+f.أخوية جامعية
electrics	n+f.كهربائيات
joni	n+f.جوني
sens	n+m.سين
sprouts	n+m.براعم@v.ينبت
bower	n+m.خميلة@n+f.عريشة
stencils	n+f.قوالب استنسل
moab	n+m.موآب
extremity	n+f.طرف@n+f.نهاية
reinventing	v.يعيد اختراع@n+f.إعادة اختراع
orphaned	a.يتيم@v.أيتم
requisites	n+f.متطلبات@n+m.لوازم
latte	n+m.لاتيه
prudence	n+f.حصافة@n+f.حكمة
shopped	v.تسوق@v.اشترى
hypnotherapy	n+m.علاج بالتنويم
muppet	n+m.دمية متحركة
gingerbread	n+m.خبز الزنجبيل
tasteful	a.أنيق@a.راقي
puritan	n+m.طهراني@a.متزمت
checkpoints	n+f.نقاط تفتيش
osiris	n+m.أوزيريس
affirming	v.يؤكد@a.مؤكد
excavations	n+f.حفريات
viacom	n+f.فياكوم
forearm	n+m.ساعد
distract	v.يشتت@v.يلهي
seaport	n+m.ميناء بحري
flashed	v.ومض@a.وامض
longs	v.يتوق@n+f.أطوال
sideshow	n+m.عرض جانبي
classifier	n+m.مصنف
repro	n+f.نسخة@n+m.إعادة إنتاج
dawes	n+m.داوز
buns	n+f.كعكات
deceive	v.يخدع@v.يغش
colonialism	n+f.استعمارية
civilisation	n+f.حضارة
starved	v.جاع@a.جائع
scorers	n+m.هدافون
sitcom	n+m.مسلسل كوميدي
pastries	n+f.معجنات
aldo	n+m.ألدو
colosseum	n+m.الكولوسيوم
stipulation	n+m.شرط@n+f.اشتراط
authorizations	n+f.تصاريح
emptiness	n+m.فراغ@n+f.خواء
maddox	n+m.مادوكس
holsters	n+f.أغمدة
neuropathy	n+f.اعتلال عصبي
shoemaker	n+m.إسكافي
humphreys	n+m.همفريز
cushioned	a.مبطن@v.بطن
dada	n+m.دادا
osborn	n+m.أوزبورن
hastily	ad.بعجلة@ad.على عجل
jacobsen	n+m.جاكوبسن
invader	n+m.غازي
patriarch	n+m.بطريرك
conjugated	a.مصرف@v.صرف
consents	v.يوافق@n+f.موافقات
unethical	a.غير أخلاقي
nils	n+m.نيلز
polynesian	a.بولينيزي@n+m.بولينيزي
swain	n+m.عاشق@n+m.فلاح
alphanumeric	a.أبجدي رقمي
grumpy	a.غاضب@a.متجهم
lain	v.رقد@v.اضطجع
holm	n+m.هولم
groningen	n+m.غرونينغن
sirens	n+f.صفارات إنذار
emilio	n+m.إميليو
mourn	v.يحزن@v.يعزي
benelux	n+f.البينيلوكس
abandoning	v.يتخلى@n+m.هجر
oddities	n+f.غرائب
soften	v.يلين@v.يخفف
caters	v.يقدم طعاماً@v.يلبي
kirkpatrick	n+m.كيركباتريك
troupe	n+f.فرقة
blacksmith	n+m.حداد
coagulation	n+m.تخثر
suicides	n+f.انتحارات
girly	a.أنثوي@a.بناتي
powerfully	ad.بقوة
archdiocese	n+f.أبرشية كبرى
compromises	n+f.تسويات@v.يساوم
orbiter	n+m.مركبة مدارية
helene	n+f.هيلين
thirdly	ad.ثالثاً
classifying	v.يصنف@n+m.تصنيف
lem	n+m.ليم
deepening	v.يعمق@n+m.تعميق
repatriation	n+f.إعادة للوطن
tortilla	n+f.تورتيلا
dissociation	n+m.انفصال@n+f.تفكك
watercolour	n+m.ألوان مائية@n+f.لوحة مائية
waite	n+m.ويت
unfairly	ad.بشكل غير عادل
opticians	n+m.بصريون
connexions	n+f.علاقات@n+f.صلات
calico	n+m.قماش قطني
wrongs	n+f.أخطاء@v.يظلم
bottleneck	n+m.عنق زجاجة@n+f.اختناق
pores	n+f.مسام
regressions	n+f.تراجعات@n+f.انحدارات
linton	n+m.لينتون
undermining	v.يقوض@n+m.تقويض
burnside	n+m.بيرنسايد
colossus	n+m.عملاق
buckeyes	n+m.بوكايز
bodywork	n+m.هيكل السيارة
applique	n+f.تطريز@n+m.زينة ملصقة
jewell	n+m.جويل
frivolous	a.تافه@a.سطحي
indecent	a.فاحش@a.غير لائق
dishonesty	n+f.عدم أمانة
redefined	v.أعاد تعريف@a.معاد تعريفه
oiled	a.مزيت@v.زيت
microbes	n+f.ميكروبات
empowers	v.يمكن@v.يفوض
sharpen	v.يشحذ@v.يحد
tots	n+m.أطفال صغار
goalkeeper	n+m.حارس مرمى
phonetic	a.صوتي
blurb	n+f.دعاية@n+m.وصف قصير
dominatrix	n+f.سيدة مسيطرة
compiles	v.يجمع@v.يؤلف
encoders	n+m.مشفرات
oppressive	a.قمعي@a.خانق
coined	v.صاغ@a.مصوغ
tito	n+m.تيتو
boomerang	n+m.بوميرانج
structurally	ad.هيكلياً
moray	n+m.موراي@n+f.سمكة موراي
simeon	n+m.سمعان
caveats	n+f.تحذيرات@n+f.شروط
onslaught	n+m.هجوم@n+f.موجة
birdie	n+m.عصفور@n+f.ضربة تحت المعدل
disseminating	v.ينشر@n+m.نشر
lanyard	n+m.حبل تعليق
horst	n+m.هورست
interlock	v.يتشابك@n+m.تشابك
noses	n+f.أنوف
pagers	n+f.أجهزة استدعاء
treasured	a.ثمين@v.اعتز
sharpness	n+f.حدة@n+m.وضوح
corral	n+m.حظيرة@v.يحشد
jackpots	n+f.جوائز كبرى
optometrists	n+m.أخصائيو بصريات
fortnight	n+m.أسبوعان
hickey	n+f.قبلة عنيفة@n+m.هيكي
erode	v.يتآكل@v.ينحت
unlicensed	a.غير مرخص
plunged	v.انغمس@v.هوى
reals	n+m.ريالات
modulated	a.معدل@v.عدل
defiant	a.متحدي@a.عاصي
termite	n+m.نمل أبيض
ibuprofen	n+m.إيبوبروفين
drugstore	n+f.صيدلية
brisk	a.نشيط@a.سريع
audiology	n+m.علم السمع
integrals	n+f.تكاملات
fremantle	n+m.فريمانتل
lysine	n+m.ليسين
sizzling	a.حار جداً@v.يفور
macroeconomics	n+f.اقتصاد كلي
tors	n+f.صخور بارزة
thule	n+m.ثولي
meath	n+m.ميث
jena	n+f.يينا
ponce	n+m.بونسي
perjury	n+f.شهادة زور
kaleidoscope	n+m.منظار متعدد الألوان
busters	n+m.محطمون
officemax	n+m.أوفيس ماكس
generality	n+f.عمومية@n+m.تعميم
absorber	n+m.ماص
vigilant	a.يقظ@a.حذر
nessus	n+m.نيسوس
pronto	ad.فوراً@ad.حالاً
vistas	n+f.مناظر@n+f.آفاق
cebu	n+m.سيبو
eerie	a.مخيف@a.غريب
kannada	n+f.لغة كانادا
sailboat	n+m.قارب شراعي
hectare	n+m.هكتار
netball	n+f.كرة الشبكة
furl	v.يطوي@v.يلف
arne	n+m.آرني
holographic	a.هولوغرافي
stonewall	v.يعرقل@n+m.جدار حجري
wrestlers	n+m.مصارعون
salaam	n+m.سلام
jackass	n+m.حمار@n+m.أحمق
respirator	n+m.جهاز تنفس
hogg	n+m.هوغ
partying	v.يحتفل@n+m.حفلات
exited	v.خرج@a.خارج
geometrical	a.هندسي
crispy	a.مقرمش
priory	n+m.دير صغير
coffees	n+f.قهوات
sequin	n+f.ترتر@n+m.زخرف معدني
bendigo	n+m.بينديغو
unis	n+f.جامعات
epsom	n+m.إبسوم
bandwagon	n+f.عربة موسيقية@n+m.تيار سائد
corpses	n+f.جثث
wiping	v.يمسح@n+m.مسح
mercenaries	n+m.مرتزقة
bronchitis	n+m.التهاب شعبي
myst	n+m.ميست
polymerization	n+f.بلمرة
therese	n+f.تيريز
whirlwind	n+f.زوبعة@a.سريع
howling	v.يعوي@a.عاوي
apprehension	n+m.خوف@n+f.قبض
nozzles	n+f.فوهات
raisins	n+m.زبيب
turkeys	n+m.ديوك رومية
unbelievably	ad.بشكل لا يصدق
pasting	v.يلصق@n+m.لصق
hora	n+f.هورا
butyl	n+m.بيوتيل
ppd	n+m.مشتق بروتيني
forested	a.حرجي@a.مشجر
bobbie	n+f.بوبي
roadways	n+f.طرق
shale	n+m.طفل صفحي
diligent	a.مجتهد@a.دؤوب
varna	n+f.فارنا
maidenhead	n+m.ميدنهيد@n+f.بكارة
almanacs	n+f.تقاويم
adversity	n+f.محنة@n+m.شدة
randomness	n+f.عشوائية
muon	n+m.ميون
ringo	n+m.رينغو
caliper	n+m.فرجار
woolf	n+m.وولف
wiggins	n+m.ويغينز
innovators	n+m.مبتكرون
anode	n+m.مصعد
microprocessors	n+m.معالجات دقيقة
torts	n+f.أضرار مدنية
siting	n+m.تحديد موقع@v.يحدد موقع
misinformation	n+f.معلومات مضللة
aneurysm	n+m.تمدد الأوعية الدموية
closeups	n+f.لقطات مقربة
kinsey	n+m.كينسي
egress	n+m.مخرج@n+f.خروج
eroded	v.تآكل@a.متآكل
adjectives	n+f.صفات
crepe	n+m.كريب@n+f.فطيرة
lonnie	n+m.لوني
bol	n+m.بول
agr	n+f.زراعة
sheepskin	n+m.جلد غنم
concave	a.مقعر
heresy	n+f.هرطقة
colognes	n+f.كولونيات
contestant	n+m.متسابق
snell	n+m.سنيل
believable	a.قابل للتصديق
forthwith	ad.فوراً@ad.على الفور
avert	v.يمنع@v.يصرف
oat	n+m.شوفان
guise	n+m.مظهر@n+f.ذريعة
curiously	ad.بفضول@ad.بغرابة
fullness	n+m.امتلاء@n+f.كمال
culminating	v.يبلغ الذروة@a.بالغ الذروة
kipling	n+m.كيبلينغ
melatonin	n+m.ميلاتونين
vomit	v.يتقيأ@n+m.قيء
bongo	n+m.بونغو
compounding	v.يركب@n+m.تركيب
afar	ad.بعيداً@n+m.عفر
terr	n+f.إرهاب
ebb	n+m.جزر@v.ينحسر
shaky	a.مرتعش@a.متزعزع
bloke	n+m.رجل@n+m.شخص
oxnard	n+m.أوكسنارد
brutally	ad.بوحشية
cess	n+f.ضريبة@n+m.حظ
pennant	n+m.راية@n+f.شارة
electrochemical	a.كهروكيميائي
nicest	a.ألطف@a.أجمل
brenner	n+m.برينر
slalom	n+m.تزلج متعرج
necks	n+f.رقاب
mathias	n+m.ماتياس
calif	n+m.خليفة
aquatics	n+f.رياضات مائية
levee	n+m.سد@n+f.حفلة استقبال
hindus	n+m.هندوس
lurker	n+m.متربص@n+m.مراقب خفي
chews	v.يمضغ@n+f.لبان
hoodies	n+f.سترات بقلنسوة
vila	n+f.فيلا
powerless	a.عاجز@a.ضعيف
nikko	n+m.نيكو
populace	n+m.سكان@n+f.عامة الناس
grasslands	n+f.مراعي
deliberation	n+f.مداولة@n+m.تأني
soles	n+f.نعال@n+m.سمك موسى
monolithic	a.ضخم@a.متجانس
jetty	n+m.رصيف@n+f.مرسى
engr	n+m.مهندس
subcontract	n+m.عقد من الباطن@v.يتعاقد من الباطن
overrun	v.يجتاح@n+m.تجاوز
undone	a.غير مكتمل@v.فك
prophylaxis	n+f.وقاية
cotswold	n+m.كوتسوولد
delia	n+f.ديليا
guillermo	n+m.غييرمو
unstructured	a.غير منظم
habitual	a.معتاد@a.دائم
alhambra	n+f.الحمراء
uplift	v.يرفع@n+m.رفع
causeway	n+m.جسر@n+f.طريق مرتفع
murderers	n+m.قتلة
restated	v.أعاد صياغة@a.معاد صياغته
nukes	n+f.أسلحة نووية@v.يضرب نووياً
duplicator	n+m.آلة نسخ
reopened	v.أعاد فتح@a.معاد فتحه
fundamentalism	n+f.أصولية
australasian	a.أسترالاسي
inhabit	v.يسكن@v.يقطن
lorenz	n+m.لورينز
conglomerate	n+m.تكتل@a.مجمع
rerun	n+f.إعادة عرض@v.يعيد تشغيل
segmented	a.مجزأ@v.جزأ
cranberries	n+m.توت بري
fastened	v.ربط@a.مربوط
leas	n+f.مروج
pleated	a.مطوي
handshake	n+f.مصافحة
tompkins	n+m.تومبكينز
extradition	n+f.تسليم المجرمين
digests	v.يهضم@n+f.ملخصات
innovate	v.يبتكر@v.يجدد
perils	n+f.مخاطر
jerky	a.متشنج@n+m.لحم مجفف
dismantling	v.يفكك@n+m.تفكيك
proportionate	a.متناسب
ferrell	n+m.فيريل
leavenworth	n+m.ليفنوورث
snowmobiling	n+m.ركوب عربات الثلج
boroughs	n+f.أحياء
fora	n+f.منتديات
deliverance	n+f.خلاص@n+m.إنقاذ
resists	v.يقاوم
lovell	n+m.لوفيل
discourses	n+f.خطابات@n+m.محاضرات
byers	n+m.بايرز
subdued	a.خافت@v.أخضع
adhering	v.يلتزم@a.ملتزم
codon	n+m.كودون
suspicions	n+f.شكوك
hampered	v.أعاق@a.معاق
pylori	n+m.بوابي
acidity	n+f.حموضة
gershwin	n+m.غيرشوين
bruxelles	n+f.بروكسل
formaldehyde	n+m.فورمالديهايد
detriment	n+m.ضرر@n+f.إساءة
welder	n+m.لحام
kendra	n+f.كيندرا
switcher	n+m.محول
prejudices	n+f.تحيزات@n+f.أحكام مسبقة
goldie	n+f.غولدي
mab	n+m.ماب
purported	a.مزعوم@v.ادعى
mockingbird	n+m.طائر المحاكاة
tron	n+m.ترون
mangrove	n+m.مانغروف
gab	v.يثرثر@n+f.ثرثرة
fawn	n+m.غزال صغير@v.يتملق
hogwarts	n+f.هوغوورتس
juicer	n+f.عصارة
echelon	n+m.مستوى@n+f.رتبة
arranger	n+m.منظم@n+m.موزع موسيقي
scaffolding	n+m.سقالة
narrows	v.يضيق@n+f.مضيق
metallurgy	n+f.علم الفلزات
sensed	v.شعر@v.أحس
baa	v.يثغو@n+f.ثغاء
queuing	v.ينتظر في طابور@n+m.انتظار
insuring	v.يؤمن@n+m.تأمين
boasting	v.يتباهى@n+m.تباهي
shiite	n+m.شيعي@a.شيعي
valuing	v.يقيم@n+m.تقييم
argon	n+m.أرغون
hooray	int.هورا@int.يا للفرح
carefree	a.خالي البال@a.مرح
biotin	n+m.بيوتين
salter	n+m.مملح
testicles	n+f.خصيتان
ascertained	v.تأكد@v.تحقق
morph	v.يتحول@n+m.تحول
econometrics	n+f.اقتصاد قياسي
marconi	n+m.ماركوني
fluctuation	n+m.تقلب@n+f.تذبذب
jeannie	n+f.جيني
expatriate	n+m.مغترب@a.مغترب
twenties	n+f.العشرينات
tantra	n+f.تانترا
codified	v.قنن@a.مقنن
overlays	n+f.طبقات@v.يغطي
thingy	n+m.شيء
monstrous	a.وحشي@a.هائل
comforters	n+f.لحف
conservatories	n+f.بيوت زجاجية
ruskin	n+m.راسكين
stetson	n+m.ستيتسون
accuses	v.يتهم
calibre	n+m.عيار@n+f.قدرة
nobles	n+m.نبلاء
germination	n+f.إنبات
lipoprotein	n+m.بروتين دهني
planetarium	n+m.قبة فلكية
bihar	n+m.بيهار
keenan	n+m.كينان
fumble	v.يتلمس@n+f.تخبط
discos	n+f.ديسكوهات
attrition	n+m.استنزاف@n+f.تآكل
lassen	n+m.لاسين
eastbourne	n+m.إيستبورن
robles	n+m.روبليس
proverb	n+m.مثل@n+f.حكمة
darin	n+m.دارين
mercenary	n+m.مرتزق@a.مأجور
clams	n+m.محار
wiccan	a.ويكاني@n+m.ويكاني
tightened	v.شد@a.مشدود
merrimack	n+m.ميريماك
levies	n+f.ضرائب@v.يفرض
speck	n+f.نقطة@n+m.ذرة
billboards	n+f.لوحات إعلانية
searcher	n+m.باحث
gutters	n+f.مزاريب
osceola	n+m.أوسيولا
tourmaline	n+m.تورمالين
murderous	a.قاتل@a.دموي
rudder	n+m.دفة
microns	n+m.ميكرونات
unifying	v.يوحد@a.موحد
anaesthesia	n+f.تخدير
amusements	n+f.تسليات
scares	v.يخيف@n+f.مخاوف
intranets	n+f.شبكات داخلية
escalating	v.يتصاعد@a.متصاعد
bluebird	n+m.طائر أزرق
mahjong	n+m.ماجونغ
deformed	a.مشوه@v.شوه
wretched	a.بائس@a.تعيس
interstellar	a.بين النجوم
kenton	n+m.كينتون
decadent	a.منحط@a.متهالك
underestimated	v.استخف بـ@a.مستخف به
incarcerated	v.سجن@a.مسجون
unsurpassed	a.لا مثيل له
surpass	v.يتجاوز@v.يفوق
loudspeakers	n+f.مكبرات صوت
annihilation	n+f.إبادة@n+m.فناء
junctions	n+f.تقاطعات
transferase	n+m.ناقلة
hampden	n+m.هامبدن
stoppers	n+f.سدادات
snowshoeing	n+m.المشي بأحذية الثلج
steaming	a.بخاري@v.يبخر
magnifying	a.مكبر@v.يكبر
uppercase	a.كبير@n+f.أحرف كبيرة
serra	n+m.سيرا
cirrhosis	n+m.تليف كبدي
metrology	n+m.علم القياس
hideous	a.بشع@a.مريع
abreast	ad.جنباً إلى جنب
intuitively	ad.بديهياً@ad.حدسياً
connexion	n+f.صلة@n+m.اتصال
stoneware	n+m.فخار حجري
moncton	n+m.مونكتون
traci	n+f.تريسي
pathogenic	a.مسبب للمرض
riverfront	n+f.واجهة نهرية
humanist	n+m.إنساني@a.إنساني
extremities	n+f.أطراف
pompano	n+m.سمك بومبانو
tyrant	n+m.طاغية
skewed	a.منحرف@v.انحرف
decency	n+f.لياقة@n+m.احتشام
papal	a.بابوي
sequenced	v.رتب تسلسلياً@a.مرتب
sprang	v.قفز@v.انبثق
palais	n+m.قصر
obscured	v.حجب@a.محجوب
teaming	v.يتعاون@n+m.تعاون
aromas	n+f.روائح
duets	n+f.ثنائيات
positional	a.موضعي
glycine	n+m.غليسين
breakthroughs	n+f.اختراقات@n+f.إنجازات
mountaineers	n+m.متسلقو جبال
cashback	n+m.استرداد نقدي
throwback	n+m.رجوع@n+f.ارتداد
gestation	n+m.حمل@n+f.فترة حمل
powering	v.يشغل@n+m.تزويد بالطاقة
logins	n+f.عمليات دخول
sadism	n+m.سادية
butchers	n+m.جزارون
apologise	v.يعتذر
panoramas	n+f.بانورامات
plenum	n+m.جلسة عامة@n+f.فراغ
geologist	n+m.جيولوجي
piccadilly	n+m.بيكاديلي
hydrolysis	n+m.تحلل مائي
axioms	n+f.بديهيات
labia	n+f.شفران
immunizations	n+f.تحصينات
existential	a.وجودي
sweaty	a.متعرق
mogul	n+m.مغولي@n+m.قطب
fiercely	ad.بشراسة
varnish	n+m.ورنيش@v.يورنش
hysteria	n+f.هستيريا
beasley	n+m.بيزلي
breached	v.اخترق@a.مخترق
rounder	a.أكثر استدارة@n+m.مستدير
rectum	n+m.مستقيم
perched	v.جثم@a.جاثم
videoconferencing	n+f.مؤتمرات فيديو
cytoplasm	n+m.سيتوبلازم
insistence	n+m.إصرار
sedimentary	a.رسوبي
clockwork	n+m.آلية ساعة@a.منتظم
laurier	n+m.لورييه
mecklenburg	n+m.ميكلنبورغ
aachen	n+f.آخن
chlorophyll	n+m.كلوروفيل
scop	n+m.شاعر
shipyard	n+m.حوض سفن
manley	n+m.مانلي
sunroof	n+f.فتحة سقف
dvorak	n+m.دفوراك
etch	v.ينقش@v.يحفر
answerer	n+m.مجيب
briefcases	n+f.حقائب مستندات
intelligently	ad.بذكاء
gwent	n+m.غوينت
vials	n+f.قوارير
bogart	n+m.بوغارت
imputation	n+m.نسب@n+f.تهمة
densely	ad.بكثافة
untranslated	a.غير مترجم
droit	n+m.حق@n+f.قانون
odin	n+m.أودين
raffles	n+f.سحوبات@v.يقرع
reconnect	v.يعيد الاتصال
teeny	a.صغير جداً
distrust	n+m.عدم ثقة@v.يشك
ulm	n+m.أولم
assassins	n+m.قتلة
fraternal	a.أخوي
benthic	a.قاعي
carlin	n+m.كارلين
lithograph	n+f.طباعة حجرية
refinements	n+f.تحسينات
stoner	n+m.مدمن حشيش
iras	n+f.حسابات تقاعد
resurfacing	v.يعيد تسطيح@n+m.إعادة تسطيح
kelli	n+f.كيلي
eloquent	a.بليغ@a.فصيح
cwt	n+m.مئة رطل
silas	n+m.سيلاس
wondrous	a.عجيب@a.رائع
decrees	n+f.مراسيم@v.يأمر
dunne	n+m.دن
hyperbolic	a.مبالغ فيه@a.قطعي زائد
bisque	n+m.شوربة كريمية@n+m.بسكويت
touchstone	n+m.محك@n+f.معيار
standoff	n+m.مواجهة@n+f.طريق مسدود
solano	n+m.سولانو
acoustical	a.صوتي
photovoltaic	a.كهروضوئي
drayton	n+m.درايتون
orchestras	n+f.أوركسترات
redline	v.يحدد بالأحمر@n+f.خط أحمر
grieve	v.يحزن@v.يعزي
reigns	v.يحكم@n+f.فترات حكم
pleasurable	a.ممتع@a.لذيذ
tunis	n+f.تونس
olin	n+m.أولين
bustling	a.صاخب@a.نشط
wank	v.يستمني@n+f.استمناء
flue	n+f.مدخنة@n+m.مجرى دخان
