pl.अंगण	n+m.courtyards
निचरा करणे	vt.draining
निचरा करतो	vt.drains
निचरा केलेला	a.drained
निचरा व्यवस्था	n+f.drainage
नितंब	n+f.ass@n+f.asses@n+m.booty@n+f.butt@n.buttocks@n+f.butts@n+f.fanny@n+m.hip@n+m.posterior@n+m.rump
निता	n+f.nita
नित्याचा	a.routine
नित्शे	n.nietzsche
निदर्शक	n+m.picket@n+m.protesters@n.protestors
निदर्शन	n+f.demonstration
निदर्शन करणे	vt.picket
निदर्शने	n+n.demonstrations
निदान	n.diag@n+m.diagnosis@n+m.diagnostic@n+f.diagnostics
निदान करणे	vt.diagnose@vt.diagnosing
निदान केले	v.diagnosed
निदान न झालेला	a.undiagnosed
निदानात्मक	a.diagnostic
निदानित	a.diagnosed
निदाने	n.diagnoses
निद्रानाश	n+f.insomnia
निद्रानाशाचा	a.insomniac
निद्रानाशी	n+m.insomniac
निद्रारहित	a.sleepless
निद्रारोग	n+f.narcolepsy
निद्रिस्त	a.drowsy
निधी	n+m.bankroll@n+m.fund@n+f.funding@n+m.funds
निधी जमवणे	v.fundraising
निधी दिला	v.funded
निधी दिलेला	a.funded
निधी देणे	vt.fund
निधी संकलक	n+m.fundraiser@n.fundraisers
निधी संकलन	n+n.fundraising
निधीहीन	a.unfunded
निनावीपणा	n+f.anonymity
निनावीपणे	ad.anonymously
निन्टेंडो	n+m.nintendo
निपुण	a.adept@a.skilful@a.skilled
निपुत्रिक	a.childless
निप्पलसारखा	a.papillary
निप्पॉन	n.nippon
निबंध	n+m.essay@n+m.essays
निबंधक	n+m.registrar@n.registrars
निभावले	v.fared
निम	n+m.nim
निमंत्रण	n+f.invitation@a.invitational
निमंत्रण स्पर्धा	n+m.invitational
निमरोद	n+m.nimrod
निमलष्करी	a.paramilitary
निमलष्करी दल	n+m.paramilitary
निमित्त	n+n.pretext
निमुळता	a.tapered@a.tapering
निमुळता होतो	v.tapers
निमुळती होणे	vi.taper
निमुळते होणे	v.tapering
निम्न पातळी	n+f.lows
निम्न रक्तदाब	n+f.hypotension
निम्फो	n.nympho
नियंत्रक	n+m.comptroller@n+m.controller@n+m.controllers
नियंत्रण	n+n.control@n+f.curb
नियंत्रण करणे	v.gating
नियंत्रण केले	v.regulated
नियंत्रणमुक्ती	n+n.deregulation
नियंत्रणीय	a.controllable
नियंत्रणे	n+n.controls
नियंत्रित	a.controlled@a.modulated@a.regulated
नियंत्रित करणारा	a.controlling
नियंत्रित करणे	vt.control@v.controlling@vt.modulate@v.modulating@vt.regulate@vt.regulating
नियंत्रित करतो	v.controls@v.modulates@vt.regulates
नियंत्रित केले	v.controlled@v.modulated
नियत	a.destined
नियतकालिक	n+f.journal@a.periodic@n+n.periodical
नियतकालिके	n+f.journals@n+f.periodicals
नियतकालीन	a.periodical
नियतिवाद	n+m.determinism
नियती	n+f.destinies@n+f.destiny
नियम	n.canons@n+m.conventions@n+m.regimen@n+m.regulations@n+m.rule@n+m.rules
नियमन	n+m.regulation
नियमन करणे	vt.regulate
नियमबाह्य	a.deregulated
नियमबाह्य केले	v.deregulated
नियमावली	n+f.protocols
नियमित	a.regular
नियमित अभिव्यक्ती	n+m.regexp
नियमित कार्य	n+n.routines
नियमित ग्राहक	n.regulars
नियमितता	n+f.regularity
नियमितपणे	ad.periodically@ad.regularly@ad.routinely
नियमितीकरण	n+f.regularization
नियामक	n+m.regulator@n+m.regulators@a.regulatory
नियुक्त	a.appointed@a.designate@a.designated@a.employed@a.ordained
नियुक्त करणारा	n+m.designator
नियुक्त करणे	vt.appoint@vt.appointing@vt.assigning@vt.designate@vt.designating@vt.employing@v.hiring
नियुक्त करण्यायोग्य	a.assignable
नियुक्त करतो	vt.appoints@vt.designates@vt.employs
नियुक्त केले	v.appointed@v.assigned@v.commissioned@v.employed
नियुक्त न केलेला	a.unassigned
नियुक्त व्यक्ती	n+m.appointee@n.appointees@n+m.assignee
नियुक्ती	n+f.appointment@n+n.designation@n+f.placement@n+f.placements
नियुक्त्या	n+m.appointments
नियोजक	n+m.planner@n+m.planners
नियोजन	n+n.planning
नियोजन करणे	vt.plan@vt.schedule@v.scheduling
नियोजन केले	v.planned
नियोजित	a.planned@a.scheduled@a.slated
नियोजित करतो	v.slates
नियोजित केले	v.scheduled
निरंकुश	a.unbridled
निरंकुशता	n+m.despotism
निरंतरता	n+f.continuation@n+n.continuity
निरक्षरता	n+f.illiteracy
निरपराधी	n.innocents
निरपेक्ष	n+m.absolutes
निरर्थक	a.blah@a.futile@a.inane@a.inconsequential@a.nonsensical@a.pointless@a.unprofitable
निरर्थकता	n+f.futility
निरस	a.bland
निराकरण करणे	vt.resolves@v.solve
निराकरणकर्ता	n+m.fixer@n+m.resolver
निरागसपणे	ad.innocently
निराधार	a.baseless@a.destitute@a.unfounded
निराधारपणा	n+n.helplessness
निराश	a.bummed@a.deflated@a.disappointed@a.discouraged@a.disillusioned@a.dismayed@a.forlorn@a.frustrated
निराश करणे	v.depress@vt.disappoint@v.disappointed@vt.discourage@vt.dismay@v.frustrate
निराश करत आहे	v.discouraging
निराश करतो	v.discourages
निराश झाला	v.bummed
निराश झाले	v.disillusioned@v.dismayed
निराश होणे	vi.despair
निराशा	n+f.despair@n+f.disappointment@n+f.dismay@n+f.frustration@n.frustrations@n+f.funk@n+f.hopelessness
निराशाजनक	a.bleak@a.depressant@a.depressing@a.depressive@a.disappointing@a.discouraging@a.dreary@a.frustrating@a.hopeless
निराशाजनक औषध	n+m.depressant
निराशाजनक गोष्ट	n+m.bummer@n+m.downer
निराशाजनक गोष्टी	n.downers
निराशावाद	n+m.pessimism
निराशावादी	a.downbeat@a.pessimistic
निराशेने	ad.hopelessly
निरीक्षक	n+m.insp@n+m.inspector@n+m.inspectors@n+m.observer@n+m.observers@n+m.overseer@n+m.spotter@n.spotters@n+m.watcher@n+m.watchers
निरीक्षक मंडळ	n+n.inspectorate
निरीक्षण	n+n.monitoring@n+m.obs@n+n.observation@a.observational
निरीक्षण करणे	vt.monitor@v.observe@v.observing
निरीक्षण करतो	v.inspects@v.monitors@vt.observes
निरीक्षण केले	v.monitored@v.observed
निरीक्षणशील	a.observant
निरीक्षणीय	a.observable
निरीक्षणीय घटक	n+m.observables
निरीक्षणे	n+f.observations
निरीक्षित	a.monitored
निरुत्साही	a.apathetic
निरुपद्रवी	a.harmless@a.innocuous
निरुपयोगी	n+m.deadbeat@n+m.deadwood@n+m.dud@a.junky@a.useless@a.worthless
निरोगी	a+m.healthy@a+f.healthy@a+n.healthy
निरोप	int.adieu@int.bye@n+m.farewell@int.farewell@n+n.goodbye@n+f.message
निरोपाचा	a.parting
निर्गत	n+f.outputs
निर्गती	n+n.disposal
निर्गम	n+f.exits@n+m.outfall@n+m.outlets
निर्गमन	n+n.emission@n+m.exodus@n+n.issuance
निर्जंतुक	a.aseptic@a.sterile
निर्जंतुक केले	v.disinfected@v.sanitized@v.sterilized
निर्जंतुकता	n+n.sterility
निर्जंतुकीकरण	n+f.disinfection@n+f.sterilization
निर्जंतुकीकृत	a.disinfected
निर्जन	a.uninhabited
निर्जल	a.anhydrous
निर्जलक	n+m.anhydride
निर्जलीकरण	n+f.dehydration
निर्जलीकृत	a.dehydrated
निर्जलीकृत केले	v.dehydrated
निर्जीव	a.glassy@a.inanimate@a.lifeless
निर्णय	n+m.decision@n+m.decisions@n+n.judgement@n.judgements@n+m.judgment@n+m.judgments@n+m.resolutions@n+f.ruling@n+m.rulings
निर्णय घेणे	vt.decides@v.deciding
निर्णय दिला	v.adjudged
निर्णय देणे	vt.judge
निर्णयात्मक	a.judgmental
निर्णयित	a.adjudged
निर्णायक	n+m.adjudicator@a.conclusive@a.crucial@a.deciding@a.decisive
निर्णायक घटना	n+f.watershed
निर्णायक सामना	n+m.showdown
निर्णायक स्थिती	n+f.impasse
निर्णायकपणे	ad.conclusively@ad.decisively
निर्दय	a.callous@a.cutthroat@a.heartless@a.relentless@a.unkind@a.unrelenting
निर्दयतेने	ad.cruelly
निर्दयपणे	ad.mercilessly@ad.relentlessly
निर्दयी	a.brutal@a.cruel@a.merciless@a.ruthless
निर्दिष्ट	a.specified
निर्दिष्ट करणे	vt.specify
निर्दिष्ट करतो	v.specifies
निर्दिष्ट केले	v.specified
निर्दिष्टक	n+m.specifier
निर्दिष्टकारक	n+m.specifiers
निर्देश	n+m.directive@n+f.directives
निर्देश करणारा	a.pointing
निर्देश करणे	v.pointing
निर्देश करतो	v.refers
निर्देश केला	v.pointed
निर्देशक	n+m.indicator@n+m.indicators
निर्देशांक	n+m.coordinate@n+f.coordinates@n+m.index@n+m.indices
निर्देशांकन	n+f.indexation
निर्देशिका	n+f.dir@n+f.directories@n+f.directory
निर्दोष	a.flawless@a.impeccable@a.innocent@a.innocuous@a.spotless@a.watertight
निर्दोष ठरवले	v.exonerated@v.vindicated
निर्दोष मुक्तता	n+f.acquittal
निर्दोष सोडले	v.acquitted
निर्दोषता	n+f.innocence
निर्दोषता सिद्धी	n+f.vindication
निर्दोषपणे	ad.flawlessly
निर्धन	n+m.indigent
निर्धार	n+f.determination@n+f.determinations@n+m.resolve
निर्धारक	n+m.determinant@n+m.determinants@a.determining
निर्धारवादी	a.deterministic
निर्धारी	a.resolute
निर्बंध	n+m.constraints@n.curbs@n+f.debarment@n+m.limitation@n+f.restriction@n+f.restrictions@n+m.sanctions
निर्बंध घालणे	vt.redline
निर्बंध नसलेला	a.uninhibited
निर्बीज केले	v.spayed
निर्बीज केलेला	a.spayed
निर्बीजीकरण करणे	v.spay
निर्भय	a.fearless@a.intrepid
निर्माण करणारा	a.generating@a.producing
निर्माण करणे	vt.create@v.engender@vt.generate@vt.generates@v.generating@v.manufacture@v.producing
निर्माण करत	v.creating
निर्माण करतो	v.creates@v.produces
निर्माण केला	v.coined
निर्माण केले	v.engendered@v.generated@v.manufactured
निर्माण केलेला	a.coined@a.generated
निर्माण होणे	vi.arises
निर्माता	n+m.constructor@n+m.creator@n+m.fabricator@n+m.maker@n+m.mfr@n+m.originator@n+m.producer
निर्माते	n.constructors@n+m.creators@n.fabricators@n+m.makers@n.mfrs@n+m.producers
निर्मित	a.invented@a.manufactured
निर्मिती	n+f.creation@n+f.creations@n+f.fabrication@n+f.making@n+f.manufacturing@n+f.productions
निर्मितीशील	a.formative
निर्मूलन	n+f.abolition@n+f.elimination@n+n.eradication@n+n.extermination
निर्मूलन करणे	vt.eradicate@v.eradicating
निर्मूलन केले	v.eradicated
निर्यात	n+f.export@n+f.exportation@n+f.exports
निर्यात करणे	vt.export@vt.exporting
निर्यात करतो	v.exports
निर्यात केलेला	a.exported
निर्यातदार	n+m.exporter@n+m.exporters
निर्लज्ज	a.brazen@a.shameless@a.unscrupulous
निर्लज्जपणे	ad.shamelessly
निर्लज्जपणे वागणे	v.brazen
निर्वाण	n+n.nirvana
निर्वासन	n+f.evacuation
निर्वासित	a.exiled@n.exiles@n+m.refugee@n+m.refugees
निर्वासित करतो	v.exiles
निर्वासित केले	v.exiled
निर्वाह	n+f.subsistence
निर्विरोध	a.uncontested
निर्विवाद	a.indisputable@a.undeniable@a.undisputed
निर्विवादपणे	ad.undeniably@ad.unquestionably
निलंबन	n+f.suspension@n.suspensions
निलंबित	a.suspended
निलंबित करणे	vt.suspend
निलंबित करतो	v.suspends
निलंबित केले	v.suspended
