-artig	a.natured
Port	n+m.port
Portabilität	n+f.portability
Portage	n+f.portage
Portal	n+n.portal
Portale	n+n.portals
Portalkran	n+f.gantry
Porte	n.porte
Portemonnaie	n+n.wallet@n+n.billfold
Portfolio	n+n.portfolio
Portfolios	n+n.portfolios
Portia	n.portia
Portier	n+m.porter@n+m.concierge@n+m.doorman
Portierung	n+f.porting
Portikus	n+m.portico
Portion	n+f.serving@n+f.helping@n+f.portion
Portionen	n+f.portions@n+f.servings
Portland	n+n.portland
Porto	n+n.postage@n.porto
Porträt	n+n.portrait
Porträtkunst	n+f.portraiture
Porträtmalerei	n+f.portraiture
Porträts	n+n.portraits
Ports	n+m.ports
Portsmouth	n+n.portsmouth
Portugal	n+n.portugal
Portugiesisch	n+n.portuguese
Porzellan	n+n.china@n+n.porcelain
Posada	n.posada
Posaune	n+f.trombone
Pose	n+f.pose
Poseidon	n.poseidon
Posen	n+f.poses@n.poznan@n+n.posen
Poser	n+m.poser
Position	n+f.position@n+f.pos
Positionen	n+f.positions
Positionierung	n+f.positioning
Positions-	a.positional
Positive	n+n.positives
Positivität	n+f.positivity
Positron	n+n.positron
Posse	n+f.posse@n+f.farce
Possen	n.antics
Possessiv	n+m.possessive
Post	n+f.post@n+f.mail@a.postal
PostScript	n+n.postscript
Postausgang	n+m.outbox
Postbote	n+m.mailman@n+m.postman
Postdoc	n+m.postdoc
Postdoktorand	n+m.postdoc
Postdoktoranden-	a.postdoctoral
Posteingang	n+m.inbox
Posten	n+m.post@n+m.posts
Poster	n+n.poster@n+n.posters
Postfix	n+m.postfix
Postfächer	n+f.mailboxes
Postgraduierte	n+m.postgraduates
Postgraduierter	n+m.postgraduate
Postkarte	n+f.postcard
Postkarten	n+f.postcards
Postkutsche	n+f.stagecoach
Postleitzahl	n+f.zip@n+f.postcode@n+f.postcodes
Postmeister	n+m.postmaster
Postmoderne	n+f.postmodernism
Postmodernismus	n+m.postmodernism
Postsack	n+m.mailbag
Postsendungen	n+f.mailings
Postskriptum	n+n.postscript
Poststempel	n+m.postmark
Postulat	n+n.postulate@n+n.postulates
Potentiale	n+n.potentials
Potentiometer	n+n.potentiometer
Potenz	n+f.potency@n+f.virility
Potenzial	n+n.potential
Potluck	n+n.potluck
Potomac	n.potomac
Potpourri	n+n.potpourri
Potsdam	n.potsdam
Pottasche	n+f.potash
Potts	n.potts
Poughkeepsie	n.poughkeepsie
Powell	n+m.powell
PowerPoint	n+n.powerpoint
Powhatan	n+m.powhatan
Powwow	n+m.powwows
Powys	n.powys
Pracht	n+f.grandeur@n+m.splendour@n+f.pomp@n+f.magnificence
Prada	n.prada
Prado	n.prado
Prag	n+n.prague
Pragmatik	n+f.pragmatics
Pragmatismus	n+m.pragmatism
Prahlen	n+n.bragging
Prahlerei	n+f.boast@n+n.boasting@n+f.brag@n+f.bravado
Prahlereien	n+f.boasts
Prahlhans	n+m.showoff
Praia	n.praia
Praktika	n+n.internships@n+f.placements
Praktikabilität	n+f.practicality
Praktikant	n+m.intern@n+m.trainee
Praktikanten	n+m.trainees@n+m.interns
Praktiken	n+f.practices
Praktiker	n+m.practitioners@n+m.practitioner
Praktikum	n+n.internship@n+n.practicum
Pralinen	n+f.chocolates
Prana	n+n.prana
Pratchett	n.pratchett
Prater	n.prater
Prato	n+n.prato
Pratt	n.pratt
Prawda	n+f.pravda
Praxis	n+f.practice@n+f.praxis@n+f.practicalities
Predator	n+m.predator
Predigen	n+n.preaching
Prediger	n+m.preacher@n.ecclesiastes@n.preachers
Predigt	n+f.sermon@n+f.homily
Predigten	n+f.sermons
Preis	n+m.price@n+m.cost@n+m.award@n+m.prize
Preise	n+m.prices@n+m.awards@n+m.prizes
Preiselbeere	n+f.cranberry
Preiselbeeren	n.cranberries
Preisgestaltung	n+f.pricing
Preisnachlass	n+m.discount
Preistreiberei	n+f.gouging
Preisträger	n+m.laureate@n+m.awardees
Prellung	n+f.bruising
Prellungen	n.bruises
Prem	n.prem
Premiere	n+f.premiere
Premieren	n.premieres@n.firsts
Premierminister	n+m.premier@n+m.premiers
Premiership	n+f.premiership
Premium	a.premium
Prentice	n+m.prentice
Prepaid-	a.prepaid
Prequel	n+n.prequel
Presbyterianer	n+m.presbyterian
Presbyterium	n+n.presbytery
Prescott	n.prescott
Presets	n.presets
Presidio	n+n.presidio
Presley	n+m.presley
Presse	n+f.press@n+f.prensa
Pressen	n+f.presses
Presser	n+m.presser
Presseraum	n+m.pressroom
Pressesprecher	n+m.flack
Pressevertreter	n+m.pressman
Prestige	n+n.prestige
Preston	n+m.preston
Pretoria	n.pretoria
Preuße	n+m.prussian
Preußen	n.prussia
Priester	n+m.priest@n+m.priests
Priesterin	n+f.priestess
Priesterschaft	n+f.priesthood
Priesterseminar	n+n.seminary@n+n.seminaries
Priestertum	n+n.priesthood
Priestley	n+m.priestley
Primat	n+m.primate
Primaten	n.primates
Primavera	n+f.primavera
Primel	n+f.primrose
Primer	n+m.primers
Primetime	n+f.primetime
Primitive	n+f.primitives
Primus	n.primus
Primzahlen	n.primes
Princeton	n+n.princeton
Prinz	n+m.prince@n+m.principe@n+m.prinz
Prinzen	n+m.princes
Prinzessin	n+f.princess@n+f.princesses
Prinzip	n+n.principle@n+n.tenet
Prinzipien	n+f.principles
Prion	n+n.prion
Prior	n+m.priors
Priorat	n+n.priory
Priorisierung	n+f.prioritization
Priorität	n+f.priority@n+f.precedence
Prioritäten	n+f.priorities
Prioritäten setzen	v.prioritize
Priscilla	n.priscilla
Prise	n+f.pinch@n+f.sprinkling
Prisma	n+n.prism@n+n.prisms
Pristina	n+n.pristina
Prius	n.prius
Privatisierung	n+f.privatization@n+f.privatisation
Privatsphäre	n+f.privacy
Privileg	n+n.privilege
Privilegien	n+n.privileges
Probe	n+f.sample@n+f.specimen@n+f.rehearsal@n+f.tryout@n+f.tastings
Probe-	a.probationary
Proben	n+f.samples@n+f.specimens@n.rehearsals
Probenahme	n+f.sampling
Probenehmer	n.samplers
Probezeit	n+f.probation@n+f.tryouts
Problem	n+n.problem@n+n.issue@n+n.prob@n+n.snag
Probleme	n+f.issues@n+n.problems@n+f.troubles
Probleme lösen	v.troubleshoot
Problemlöser	n.solvers@n+m.fixer@n+m.troubleshooter
Procter	n.procter
Produkt	n+n.product
Produkte	n+n.products
Produktion	n+f.production@n+f.outturn
Produktionen	n+f.productions
Produktivität	n+f.productivity@n+f.fecundity
Produzent	n+m.producer
Produzenten	n+m.producers
Produzentin	n+f.producer
Prof	n+m.prof@n+m.profs
Profession	n+f.profession
Professionalität	n+f.professionalism
Professor	n+m.professor@n+m.prof@n+m.profs
Professoren	n+m.professors
Professorin	n+f.professor
Professur	n+f.professorship
Profi	n+m.professional@n+m.pro
Profil	n+n.profile
Profile	n+n.profiles
Profilerstellung	n+f.profiling
Profiling	n+n.profiling
Profis	n+m.professionals@n+m.pros
Profit	n+m.profit
Profitabilität	n+f.profitability
Profite	n+m.profits
Proforma	n+f.proforma
Prog	n+m.prog
Progesteron	n+n.progesterone
Prognose	n+f.forecast@n+f.projection@n+f.prediction@n+f.forecasting@n+f.prognosis
Prognosen	n+f.forecasts@n+f.predictions@n+f.projections
Prognostiker	n+m.forecaster@n+m.forecasters
Programm	n+n.program@n+n.programme@n+n.prog
Programmdatei	n+f.executable
Programme	n+n.programs@n+n.programmes
Programmheft	n+n.playbill
Programmieren	n+n.coding
Programmierer	n+m.programmer@n+m.programmers@n+m.coder@n.coders
Programmierung	n+f.programming
Progression	n+f.progression@n+f.progressions
Progressive	n.progressives
Prohibition	n+f.prohibition
Projekt	n+n.project
Projekte	n+n.projects
Projektil	n+n.projectile@n+n.projectiles
Projektion	n+f.projection
Projektionen	n+f.projections
Projektor	n+m.projector
Projektoren	n+m.projectors
Proklamation	n+f.proclamation@n+f.proclamations
Prokofjew	n.prokofiev
Prolaktin	n+n.prolactin
Prolaps	n+m.prolapse
Proletariat	n+n.proletariat
Proletarier	n+m.proletarian
Proliferation	n+f.proliferation
Prolin	n+n.proline
Prolog	n+m.prologue
Promenade	n+f.promenade@n+f.esplanade
Prometheus	n.prometheus
Promi	n+m.celeb
Prominente	n+f.celebrities@n+m.celebs
Prominenter	n+m.celebrity@n+m.socialite
Prominenz	n+f.prominence
Promo	n+f.promo
Promos	n+f.promos
Promoter	n+m.promoter
Promotion	n+f.doctorates
Promotions-	a.doctoral
Prompting	n+n.prompting
Pron.	n.pron
Pronomen	n.pronouns@n+n.pronoun
Propaganda	n+f.propaganda
Propagator	n+m.propagator
Propan	n+n.propane
Propeller	n+m.propeller@n+m.propellers
Prophet	n+m.prophet@n+m.seer
Propheten	n+m.prophets
Prophezeiung	n+f.prophecy
Prophezeiungen	n.prophecies
Prophylaxe	n+f.prophylaxis
Propolis	n+n.propolis
Proportion	n+f.proportion
Proportionalität	n+f.proportionality
Proportionen	n+f.proportions
Propositionen	n+f.propositions
Propst	n+m.provost
Propylen	n+n.propylene
Prosa	n+f.prose
Prospekt	n+m.prospectus@n+m.leaflet@n+m.prospectuses
Prospekte	n.circulars
Prospektion	n+f.prospecting
Prospektor	n+m.prospector
Prosperität	n+f.prosperity
Prostata	n+f.prostate
Prostata-	a.prostatic
Prostituierte	n+f.hooker@n.prostitutes@n.hoes@n+f.prostitute@n+f.hookers
Prostitution	n+f.prostitution
Protagonist	n+m.protagonist@n+m.protagonists
Protease	n+f.protease@n+f.proteases
Protegé	n+m.protege
Protein	n+n.protein
Proteinase	n+f.proteinase
Proteine	n+n.proteins
Protektion	n+f.protection
Protektionismus	n+m.protectionism
Protest	n+m.protest
Protestant	n+m.protestant
Protestanten	n.protestants
Protestantismus	n+m.protestantism
Proteste	n+m.protests
Protestierende	n.protestors
Protestierer	n+m.protester
Protestler	n+m.protesters
Proteus	n.proteus
Prothese	n+f.prosthesis@n+f.prostheses
Prothesen-	a.prosthetic
Prothetik	n+f.prosthetics
Protokoll	n+n.log@n+n.minutes@n+n.protocol@n+f.proceedings@n+n.prot@n+m.blotter
Protokolle	n+n.protocols@n+m.logs
Protokollierung	n+f.logging
Proton	n+n.proton
Protonen	n.protons
Prototyp	n+m.prototype
Prototypen	n+m.prototypes
Prototypenentwicklung	n+f.prototyping
Prototyping	n+n.prototyping
Protozoon	n+n.protozoa@n+n.protozoan
Protz	n+m.bling
Proust	n.proust
Prov.	n.prov
Provence	n.provence
Provenienz	n+f.provenance
Provenzalisch	n+n.provencal
Providence	n+n.providence
Provider	n+m.provider
Provincetown	n.provincetown
Provinz	n+f.province@n+f.backwaters
Provinz-	a.provincial
Provinzen	n+f.provinces
Provision	n+f.commission@n+f.brokerages
Provisionen	n+f.commissions
Provo	n.provo
Provokateur	n+m.provocateur
Provokation	n+f.provocation
Proximität	n+f.proximity
Proxy	n+m.proxy
Proxys	n+m.proxies
Prozac	n+n.prozac
Prozedur	n+f.procedure@n+f.proc
Prozeduren	n+f.procedures
Prozent	n+n.percent@n+n.percentage@n+n.pct@n+n.percents
Prozentrang	n+n.percentiles
Prozentsatz	n+m.percentage
Prozentsätze	n+f.percentages
Prozess	n+m.process@n+m.trial@n+m.proc@n+m.lawsuit
Prozesse	n+m.processes@n+m.trials@n+f.lawsuits
Prozessführung	n+f.litigation
Prozession	n+f.procession
Prozessor	n+m.processor
Prozessoren	n+m.processors
Prozesspartei	n+m.litigants
Prudence	n.prudence
Pruitt	n.pruitt
Pryor	n.pryor
Präambel	n+f.preamble
Präd.	n.pred
Prädation	n+f.predation
Prädikat	n+n.predicate
Prädikate	n.predicates
Prädiktor	n+m.predictor
Prädiktoren	n.predictors
Prädisposition	n+f.predisposition
Präemption	n+f.preemption
Präfekt	n+m.prefect
Präfektur	n+f.prefecture
Präferenz	n+f.preference@n+f.pref
Präferenzen	n+f.preferences
Präfix	n+n.prefix
Präfixe	n+n.prefixes
Prägen	n+n.embossing
Präger	n+m.minter
Prägung	n+f.embossing@n+f.imprinting@n+f.coinage
Präludium	n+n.preludes
Prämie	n+f.premium@n+f.bounty@n+f.bounties
Prämien	n+f.bonuses@n+f.premiums
Prämisse	n+f.premise
Prämissen	n+f.premises
Präposition	n+f.preposition@n+f.prepositions
Prärie	n+f.prairie
Prärien	n.prairies
Prärogative	n+f.prerogative
Präsentation	n+f.presentation@n+f.showcase
Präsentationen	n+f.presentations@n.slideshows
Präsentator	n+m.presenter
Präsentatoren	n+m.presenters
Präsenz	n+f.presence
Präservativ	n+n.prophylactic
Präsident	n+m.president@n+m.pres
Präsidenten	n+m.presidents@n.chairmen
Präsidenten-	a.presidential
Präsidentin	n+f.president
Präsidentschaft	n+f.presidency
Prätendent	n+m.pretenders@n+m.pretender
Prävalenz	n+f.prevalence
Prävention	n+f.prevention
Präzedenzfall	n+m.precedent
Präzedenzfälle	n.precedents
Präzeptor	n+m.preceptor
Präzision	n+f.precision
Prüfer	n+m.reviewer@n+m.inspector@n+m.inspectors@n+m.reviewers@n+m.checker@n+m.examiner@n+m.tester@n+m.examiners@n+m.proctor@n+m.screener@n.assessors@n+m.verifier@n+m.prover
Prüflisten	n+f.checklists
Prüfstand	n+m.testbed
Prüfstein	n+m.touchstone
Prüfsumme	n+f.checksum
Prüfung	n+f.check@n+f.test@n+f.testing@n+f.inspection@n+f.examination@n+f.audit@n+f.exam@n+f.scrutiny@n+f.examen
Prüfungen	n+f.tests@n+f.checks@n+f.exams@n+f.examinations@n+f.audits
Prügel	n.spankings@n+f.beatings
Psalm	n+m.psalm
Psalmen	n+m.psalms
Pseudo-	a.pseudo
Pseudonym	n+n.pseudonym
Pseudonyme	n+m.aliases
Psi	n+n.psi
Psoriasis	n+f.psoriasis
Psyche	n+f.psych@n+f.psyche
Psychedelik	n+f.psychedelia
Psychiater	n+m.shrink@n+m.psychiatrist@n.psychiatrists@n+m.shrinks
Psychiatrie	n+f.psychiatry
Psycho	n+m.psycho
Psychoanalyse	n+f.psychoanalysis
Psychologe	n+m.psychologist
Psychologen	n+m.psychologists
Psychologie	n+f.psychology
Psychopathologie	n+f.psychopathology
Psychopharmakologie	n+f.psychopharmacology
Psychose	n+f.psychosis
Psychotherapeut	n+m.psychotherapist
Psychotherapie	n+f.psychotherapy
Psychotiker	n+m.psychotic
Ptolemäus	n.ptolemy
Pu	n+m.pooh
Pub	n+n.pub
Pubertät	n+f.puberty
Publikation	n+f.publication
Publikationen	n+f.publications
Publikum	n+n.audience@n+n.audiences
Publizist	n+m.publicist
Pubs	n+m.pubs
Puccini	n.puccini
Puck	n+m.puck
Puckett	n.puckett
Pudding	n+m.pudding@n+m.custard@n+m.pud@n+m.puddings
Pudel	n+m.poodle@n+m.poodles
Puder	n+m.powder
Puducherry	n.pondicherry
Puebla	n.puebla
Pueblo	n+n.pueblo
Puerto	n+n.puerto
Puff	n+m.brothels
Puffer	n+m.buffer@n+m.buffers@n+m.bumpers@n+m.puffer
Pufferung	n+f.buffering
Puget	n.puget
Pugh	n.pugh
Pul	n.pul
Pula	n.pula
Pulaski	n.pulaski
Pulitzer	n.pulitzer
Pull Requests	n+f.prs
Pullman	n.pullman
Pullover	n+m.jumper@n+m.sweater@n+m.sweaters@n.jumpers@n+m.pullover
Puls	n+m.pulse
Pulsar	n+m.pulsar
Pulse	n+m.pulses
Pulsieren	n+n.pulsing
Pulver	n+n.powder@n+n.powders
Pulverfass	n+n.tinderbox
Puma	n+m.puma@n+m.cougar
Pumas	n+m.cougars
Pumpe	n+f.pump
Pumpen	n+f.pumps@n+n.pumping
Pumper	n+m.pumper
Pundit	n+m.pundit
Pune	n.pune
Punjab	n.punjab
Punjabi	n.punjabi
Punk	n+m.punk
Punks	n.punks
Punkt	n+m.item@n+m.point@n+m.period@n+m.dot@n+m.pinpoint@n+m.blip
Punkte	n+m.points@n+f.scores@n+m.pts@n+m.dots
Punktesammler	n+m.scorer@n.scorers
Punktestand	n+m.score
Punktevergabe	n+f.scoring
Punt	n+m.punt@n+m.punts
Pupille	n+f.pupil
Pupillen	n+f.pupils
Puppe	n+f.babe@n+f.doll@n+f.puppet@n+f.chrysalis@n+f.dollies@n+f.pupa
Puppen	n+f.babes@n+f.dolls@n+f.puppets
Puppenhaus	n+n.dollhouse
Puppenspiel	n+f.puppetry
Puppenspielkunst	n+f.puppetry
Purcell	n.purcell
Purdue	n+m.purdue
Puri	n.puri
Purim	n.purim
Purin	n+n.purine
Purist	n+m.purists
Puritaner	n+m.puritan@n+m.puritans
Pustel	n+f.pimples
Puten	n.turkeys
Putin	n.putin
Putnam	n+m.putnam
Putsch	n+m.coup@n+m.coups
Putt	n+m.putt
Putter	n+m.putter@n.putters
Putz	n+m.plaster@n+m.stucco
Puzzle	n+n.puzzle@n+n.jigsaw@n+n.jigsaws
Puzzles	n+n.puzzles
Pye	n.pye
Pygmäe	n+m.pygmy
Pyjama	n+m.pyjamas
Pyle	n.pyle
Pylon	n+m.pylon
Pylori	n.pylori
Pyramide	n+f.pyramid
Pyramiden	n+f.pyramids
Pyren	n+n.pyrene
Pyrenäen	n.pyrenees
Pyrex	n.pyrex
Pyridin	n+n.pyridine
Pyrit	n+m.pyrite
Pyrotechnik	n+f.pyrotechnics
Pyruvat	n+n.pyruvate
Pythagoras	n.pythagoras
Python	n+f.python@n+m.python@n+f.pythons
Pythonschlange	n+f.pythons
Pächter	n+m.tenant@n+m.tenants@n+m.lessee
Päckchen	n+f.packets@n+n.sachets@n+n.sachet
Pädagoge	n+m.educator
Pädagogen	n+m.educators
Pädagogik	n+f.pedagogy
Pädiatrie	n+f.paediatrics
Päonie	n+f.peony
Pässe	n+m.passes
Pöbel	n.mobs@n+m.rabble@n+m.raff
Pünktlichkeit	n+f.timeliness@n+f.punctuality
Püree	n+n.puree
QWERTY	n.qwerty
QWERTY-	a.qwerty
Qantas	n.qantas
Qingdao	n.qingdao
Quacksalber	n+m.quack
Quad	n+m.quad
Quadrant	n+m.quadrant@n+m.quadrants
Quadrat	n+n.square
Quadrate	n+n.squares
Quadratur	n+f.quadrature
Quadrupol	n+m.quadrupole
Quads	n+m.quads
Quagga	n+n.quagga
Quai	n+m.quai
Qual	n+f.agony@n+f.anguish@n+f.torment@n+f.travail@n+f.pang@n+f.throes
Qualen	n.sufferings
Qualifier	n+m.qualifiers
Qualifikant	n+m.qualifier
Qualifikanten	n+m.qualifiers
Qualifikation	n+f.qualification
Qualifikationen	n+f.qualifications
Qualifizierer	n+m.qualifier
Qualität	n+f.quality
Qualitäten	n+f.qualities
Qualle	n+f.jellyfish
Quant	n+m.quant
Quanten	n.quanta
Quanten-	a.quantum
Quantifizieren	n+n.quantifying
Quantifizierer	n+m.quantifier
Quantifizierung	n+f.quantification
Quantisierung	n+f.quantization
Quantität	n+f.quantity
Quantor	n+m.quantifier
Quantum	n+n.quantum
Quarantäne	n+f.quarantine
Quark	n+n.quark@n+m.curd
Quarks	n.quarks
Quart	n+n.quart@n+m.quarts@n+n.quarto@n+m.qts
Quartal	n+n.quarter
Quarterback	n+m.quarterback@n+m.quarterbacks
Quartett	n+n.quartet@n+n.quartets
Quartformat	n+n.quarto
Quartier	n+n.billet@n+n.billets
Quartiere	n+n.quarters
Quartiermeister	n+m.quartermaster
Quartil	n+n.quartile
Quartär	n+n.quaternary
Quarz	n+m.quartz
Quasar	n+m.quasar@n+m.quasars
Quaste	n+f.tassel@n+f.tassels
Quatre	n.quatre
Quatsch	n+m.nonsense@n+m.crock@n+m.tosh@n+m.bosh@n+m.nits@n+m.bollocks
Quatschen	n+n.squelch
Quayle	n.quayle
Quebec	n+n.quebec
Quechua	n+n.quechua
Quecksilber	n+n.mercury@n+n.quicksilver
Queensland	n+n.queensland
Queenstown	n.queenstown
Quelle	n+f.source@n+f.spring@n+f.wellspring@n+f.wellhead
Quellen	n+f.sources@n+f.springs
Quellgebiet	n+n.headwaters
Quentin	n.quentin
Querbalken	n+m.transom
Querdenker	n+m.mavericks@n+m.contrarian
Querlatte	n+f.crossbar
Querpfeife	n+f.fife
Querschläger	n+m.ricochet
Querschnitt	n+m.crosscut
Querstange	n+f.crossbar
Querung	n+f.traverse
Querverweis	n+m.xref
Quest	n+f.quest
Quests	n+f.quests
Quetschen	n+n.squeezing
Quetschverbindung	n+f.crimp
Quetzal	n+m.quetzal
Queue	n+m.cue
Quezon	n.quezon
Quiche	n+f.quiche
Quickie	n+m.quickie
Quid	n+m.quid
Quietschen	n+n.squeak
Quijote	n.quixote
Quilt	n+m.quilt
Quilten	n+n.quilting
Quilter	n+m.quilters@n+m.quilter
Quilts	n+m.quilts
Quin	n.quin
Quincy	n+m.quincy
Quinn	n+m.quinn
Quint	n+f.quint
Quintessenz	n+f.gist@n+f.quintessence
Quintett	n+n.quintet
Quintil	n+n.quintile
Quinton	n.quinton
Quirl	n+m.beater
Quito	n.quito
Quitte	n+f.quince
Quittung	n+f.receipt@n+f.chit
Quittungen	n+f.receipts
Quiz	n+n.quiz
Quizze	n+n.quizzes
Quorum	n+n.quorum
Quote	n+f.quota
Quoten	n+f.odds@n+f.ratios@n+f.quotas
Quotient	n+m.quotient
Quäker	n+m.quaker@n.quakers
RAM	n+m.ram
RCD	n.rcd
REM	n+m.rem
RFCs	n.rfcs
ROC	n.roc
ROM	n+n.rom
RPS	n.rps
RUS	n.rus
Rabat	n.rabat
Rabatt	n+m.discount@n+m.rebate
Rabatte	n+m.discounts@n+m.rebates
Rabbi	n+m.rabbi
Rabbiner	n+m.rabbi@n.rabbis
Rabe	n+m.raven
Raben	n+m.ravens
Rabin	n.rabin
Rachael	n.rachael
Rache	n+f.revenge@n+f.vengeance@n+f.retaliation
Rache-	a.retaliatory
Rachel	n+f.rachel
Rachelle	n.rachelle
Rachen	n.throats@n+m.maw
Racine	n.racine
Racket	n+m.racquet
Rackets	n.racquets
Racquetball	n+n.racquetball
Rad	n+n.wheel@n+n.rad
Rad fahrend	v.bicycling
Radar	n+n.radar
Radare	n.radars
Radargeräte	n.radars
Radau	n+m.ruckus
Radcliffe	n.radcliffe
Radfahren	n+n.cycling@n+n.biking@n+n.bicycling
Radfahrer	n+m.cyclists@n+m.cyclist@n+m.bicyclists
Radfahrerin	n+f.cyclist
Radiant	n+m.radian@n+m.radians
Radien	n.radii
Radierer	n+m.erasers
Radiergummi	n+n.rubber@n+m.eraser@n+m.erasers@n+m.rubbers
Radierung	n+f.etching@n+f.etchings
Radieschen	n+n.radish
Radikal	n+m.radical
Radikale	n+m.radicals@n+n.radicals
Radikalismus	n+m.radicalism
Radio	n+n.radio
Radioaktivität	n+f.radioactivity
Radioausstrahlung	n+f.airplay
Radiogramm	n+n.radiographs
Radiographie	n+f.radiography
Radioisotop	n+n.radioisotopes
Radiokohlenstoff	n+n.radiocarbon
Radiologe	n+m.radiologist@n+m.radiologists
Radiologie	n+f.radiology
Radiologin	n+f.radiologist
Radiometer	n+n.radiometer
Radionuklid	n+n.radionuclide
Radios	n+n.radios
Radiotherapie	n+f.radiotherapy
Radium	n+n.radium
Radius	n+m.radius
Radkappe	n+f.hubcaps
Radlader	n+m.loader
Radler	n+n.shandy
Radon	n+n.radon
Radscha	n+m.raja
Radsport	n+m.cycling
Radstand	n+m.wheelbase
Rae	n.rae
Rafael	n+m.rafael
Raffinerie	n+f.refinery@n+f.refiners@n+f.refiner
Raffinerien	n.refineries
Raffinesse	n+f.sophistication@n+f.finesse
Raffineur	n+m.refiner
Raffles	n.raffles
Rafting	n+n.rafting
Raga	n+m.raga
Ragga	n+m.ragga
Raglan	n+m.raglan
Ragnarök	n.ragnarok
Ragtime	n+m.ragtime
Rahmen	n+m.frame@n+m.framework@n+m.frames
Rahmenwerke	n+m.frameworks
Rahmung	n+f.framing
Rails	n+n.rails
Rainier	n.rainier
Raj	n.raj
Raja	n+m.raja
Rajasthan	n.rajasthan
Rajkot	n.rajkot
Rakete	n+f.rocket@n+f.missile@n+f.skyrocket
Raketen	n+f.rockets@n+f.missiles
Raketentechnik	n+f.rocketry
Raleigh	n+n.raleigh
Rall	n+m.rall
Rallye	n+f.rally@n+n.rallying
Rallyes	n+f.rallies
Ralph	n+m.ralph
Rama	n.rama
Ramada	n+f.ramada
Ramadan	n+m.ramadan
Rambo	n.rambo
Ramen	n+f.ramen
Ramirez	n.ramirez
Ramon	n.ramon
Ramona	n.ramona
Ramos	n.ramos
Rampe	n+f.ramp
Rampen	n+f.ramps
Rampenlicht	n+n.spotlight@n+n.limelight
Ramsay	n.ramsay
Ramsey	n+m.ramsey
Ramsgate	n+n.ramsgate
Ranch	n+f.ranch@n+f.rancho
Rancher	n.ranchers@n+m.rancher
Ranches	n.ranches
Ranchi	n.ranchi
Rancho	n+n.rancho
Rand	n+m.edge@n+m.border@n+m.margin@n+m.rim@n+m.rand@n+m.fringe@n+m.crust@n+m.flange@n+m.brink@n+m.verge@n+m.periphery@n+m.brim
Randal	n.randal
Randale	n+f.rampage
Randalierer	n.vandals
Randall	n+m.randall
Randbemerkung	n+f.asides
Randbereich	n.sidelines
Randi	n.randi
Randolph	n+m.randolph
Randomisierung	n+f.randomization
Randy	n+m.randy
Rang	n+m.rank@n+m.standing@n+m.echelon
Ranger	n+m.rangers@n+m.ranger
Rangfolge	n+f.ranking@n+f.seniority
Rangieren	n+n.marshalling
Rangliste	n+f.standings
Ranglisten	n+f.rankings
Rangun	n.yangon@n.rangoon
Rani	n+f.rani
Ranke	n+f.vine
Ranken	n+f.vines
Rankin	n.rankin
Ranking	n+n.ranking
Rankings	n+n.rankings
Ranzen	n+m.satchel
Raoul	n.raoul
Rap	n+m.rap@n+m.raps
Raphael	n.raphael
Rapier	n+n.rapier
Rapper	n+m.rapper@n+m.rappers
Raps	n+m.canola
Rapsöl	n+n.canola
Raptor	n+m.raptor
Raptoren	n+m.raptors
Raquel	n.raquel
Rarität	n+f.rarity
Raritäten	n.rarities
Rascheln	n+n.swish
Raschheit	n+f.rapidity
Rasen	n+m.grass@n+m.lawn@n+m.turf@n+n.speeding@n+m.sod@n.lawns
Rasenflächen	n.lawns
Rasenmäher	n+m.mower@n+m.mowers@n+m.lawnmower@n+m.lawnmowers
Rasensprenger	n.sprinklers
Rasentrimmer	n+m.trimmer@n.trimmers
Raserei	n+f.fury@n+f.frenzy@n+f.ravings
Rasierer	n+m.razor@n+m.shaver@n.shavers@n.razors
Rasiergeräte	n.shavers
Rasierklinge	n+f.razor
Rasiermesser	n.razors
Rasierwasser	n+n.aftershave
Rasmussen	n.rasmussen
Rasse	n+f.race@n+f.breed
Rassehund	n+n.purebred
Rassel	n+f.rattle@n+f.rattles
Rassen	n+f.races@n+f.breeds
Rassen-	a.racial
Rassentrennung	n+f.segregation
Rassismus	n+m.racism
Rassist	n+m.racist@n+m.racists
Rasta	n+m.rasta
Rastafari	n+m.rasta
Raster	n+n.grid@n+f.grids@n+n.raster
Rasterelektronenmikroskop	n+n.sem
Rasthaus	n+n.roadhouse
Rasur	n+f.shaving@n+f.shave
Rat	n+m.council@n+m.advice@n+m.counsel@n+m.counsels@n+m.advices
Rata	n.rata
Rate	n+f.rate@n+f.instalment@n+f.instalments@n+f.tranche
Raten	n+f.rates@n+n.guessing@n+n.guesswork
Ratgeber	n+m.guide@n+m.guides@n+m.counsellor@n.counsellors
Rath	n.rath
Rathaus	n+n.guildhall
Ratifizierung	n+f.ratification
Rating	n+n.rating
Ration	n+f.ration
Rationale	n+n.rationales
Rationalisierung	n+f.streamlining@n+f.rationalization@n+f.rationalisation
Rationalität	n+f.rationality
Rationen	n.rations
Rationierung	n+f.rationing
Ratliff	n.ratliff
Ratsche	n+f.ratchet
Ratschlag	n+m.advice
Ratsfrau	n+f.councilwoman
Ratsherr	n+m.alderman@n+m.aldermen
Ratsmitglied	n+m.councillor@n+m.councilman@n+m.selectmen
Ratsmitglieder	n+m.councillors
Rattan	n+n.rattan
Ratte	n+f.rat
Ratten	n+f.rats
